image,area,perimeter,aspect_ratio,centroid_x,centroid_y,bbox_x,bbox_y,bbox_w,bbox_h
M_01_01_seg.jpg,7405,390.35028529167175,0.5579710144927537,368.70438892640107,176.90303848750844,323,117,77,138
M_01_01_seg.jpg,8798,457.0609623193741,0.8217054263565892,83.48658786087748,211.78858831552625,34,146,106,129
M_01_01_seg.jpg,5824,341.7645003795624,1.206896551724138,185.64835164835165,205.4222184065934,132,167,105,87
M_01_01_seg.jpg,5700,382.4335467815399,1.0380952380952382,308.77982456140353,257.9505263157895,262,195,109,105
M_01_01_seg.jpg,4044,267.5807341337204,1.25,217.40430267062314,270.3115727002967,168,232,85,68
M_01_01_seg.jpg,1390,144.22539520263672,1.0731707317073171,21.549640287769783,264.54244604316546,0,247,44,41
M_01_01_seg.jpg,1099,204.99494755268097,1.326086956521739,136.61601455868973,273.8798908098271,104,250,61,46
M_01_02_seg.jpg,5136,295.4213533401489,0.9294117647058824,39.445872274143305,39.28621495327103,2,0,79,85
M_01_02_seg.jpg,15660,1259.0823814868927,1.4496644295302012,181.99284802043422,66.72075351213282,83,0,216,149
M_01_02_seg.jpg,5081,488.17366003990173,0.7142857142857143,351.1285180082661,56.965361149380044,309,2,80,112
M_01_02_seg.jpg,581,103.49747383594513,1.2962962962962963,294.37177280550776,56.17211703958692,277,42,35,27
M_01_02_seg.jpg,20519,776.8670924901962,0.7368421052631579,324.5860422047858,181.35255129392272,245,69,154,209
M_01_02_seg.jpg,2058,198.1665199995041,1.4042553191489362,69.59766763848397,104.37366375121478,37,80,66,47
M_01_02_seg.jpg,7944,571.4041079282761,0.695364238410596,34.57842396777442,206.49697885196375,0,126,105,151
M_01_02_seg.jpg,2790,211.9238795042038,0.9230769230769231,95.98172043010753,159.85806451612902,67,130,60,65
M_01_02_seg.jpg,10193,436.048770070076,1.4845360824742269,191.19013048170314,208.28617678799176,115,166,144,97
M_01_02_seg.jpg,3180,300.4507907629013,2.6666666666666665,213.50849056603772,280.5377358490566,149,255,120,45
M_01_02_seg.jpg,532,123.94112479686737,3.9285714285714284,99.5657894736842,292.21992481203006,71,286,55,14
M_01_03_seg.jpg,7825,487.445739030838,1.3222222222222222,60.30261980830671,43.4429392971246,0,0,119,90
M_01_03_seg.jpg,2667,240.16652083396912,1.8936170212765957,157.28233970753655,17.282339707536558,115,0,89,47
M_01_03_seg.jpg,61170,2679.537349820137,1.0066666666666666,262.3749550433219,158.40429949321563,98,0,302,300
M_01_03_seg.jpg,4497,338.8183228969574,0.865979381443299,47.124082721814545,145.86813431176338,5,99,84,97
M_01_03_seg.jpg,1351,173.154327750206,0.4264705882352941,10.823834196891191,197.34715025906735,0,160,29,68
M_01_03_seg.jpg,571,93.15432822704315,0.9354838709677419,353.8704028021016,175.15411558669,340,162,29,31
M_01_03_seg.jpg,7218,341.48022842407227,0.9183673469387755,83.50346356331394,255.66320310335274,39,202,90,98
M_01_04_seg.jpg,23795,1708.7463762760162,0.8198198198198198,73.95654549275058,98.06274427400714,0,0,182,222
M_01_04_seg.jpg,818,139.15432858467102,0.49056603773584906,310.2836185819071,24.993887530562347,299,1,26,53
M_01_04_seg.jpg,2452,196.12489020824432,1.0566037735849056,374.3955954323002,25.838499184339316,344,0,56,53
M_01_04_seg.jpg,4846,298.8771971464157,1.0116279069767442,209.44572843582336,68.77280231118448,170,31,87,86
M_01_04_seg.jpg,16289,733.1686090230942,1.27007299270073,307.32463625759715,130.4685984406655,226,60,174,137
M_01_04_seg.jpg,15549,623.6122586727142,1.2,149.28284777156088,222.97440349861728,36,131,198,165
M_01_04_seg.jpg,5944,299.03657734394073,0.8817204301075269,283.4406123822342,247.15881561238223,243,200,82,93
M_01_04_seg.jpg,4129,418.53405117988586,0.6739130434782609,368.5233712763381,250.9377573262291,338,207,62,92
M_01_04_seg.jpg,1722,225.33809292316437,1.8571428571428572,28.69279907084785,281.9698025551684,0,257,78,42
M_02_01_seg.jpg,4658,287.7228696346283,1.3194444444444444,207.6745384285101,28.41112065264062,157,0,95,72
M_02_01_seg.jpg,5397,411.5046135187149,1.7671232876712328,111.20622568093385,35.90920881971466,45,2,129,73
M_02_01_seg.jpg,594,113.63960933685303,1.2592592592592593,20.446127946127945,17.616161616161616,5,5,34,27
M_02_01_seg.jpg,1486,153.5391036272049,1.1363636363636365,282.4993270524899,31.751682368775235,260,9,50,44
M_02_01_seg.jpg,6900,384.8355668783188,0.6218487394957983,32.15231884057971,98.53188405797101,0,39,74,119
M_02_01_seg.jpg,4346,275.2964633703232,0.5353535353535354,376.1596870685688,89.29084215370456,347,38,53,99
M_02_01_seg.jpg,4698,272.89444231987,0.9135802469135802,300.2467007237122,97.94316730523627,260,60,74,81
M_02_01_seg.jpg,14188,903.7199040651321,0.6481481481481481,144.673879334649,188.89892867211728,80,74,140,216
M_02_01_seg.jpg,1202,229.5807340145111,0.5061728395061729,87.80948419301164,126.38186356073211,64,77,41,81
M_02_01_seg.jpg,4962,300.00713980197906,1.1973684210526316,273.61930673115677,171.84139459895204,231,134,91,76
M_02_01_seg.jpg,636,144.71067678928375,0.45,337.91509433962267,169.37735849056602,323,141,27,60
M_02_01_seg.jpg,3181,397.6639941930771,0.4895833333333333,378.93618359006604,197.61395787488212,353,151,47,96
M_02_01_seg.jpg,4906,287.5218584537506,0.72,204.30839788014677,213.376273950265,165,166,72,100
M_02_01_seg.jpg,1365,150.71067655086517,1.368421052631579,28.12893772893773,189.69230769230768,3,170,52,38
M_02_01_seg.jpg,1131,138.91168677806854,0.9069767441860465,14.64633068081344,233.1759504862953,0,215,39,43
M_02_01_seg.jpg,2093,296.9777022600174,1.5892857142857142,297.86383182035354,247.67319636884855,250,221,89,56
M_02_01_seg.jpg,968,179.5807341337204,0.8333333333333334,23.55888429752066,266.0413223140496,3,235,45,54
M_02_01_seg.jpg,2547,297.17871356010437,1.5,249.12406753042796,280.4220651747153,196,238,93,62
M_02_01_seg.jpg,1071,131.9827550649643,0.7954545454545454,61.12138188608777,274.9337068160598,46,252,35,44
M_02_01_seg.jpg,662,101.35533821582794,0.9666666666666667,386.7749244712991,277.5664652567976,371,263,29,30
M_02_02_seg.jpg,18698,1059.4183888435364,1.7633587786259541,131.1165365279709,54.73751203337255,25,0,231,131
M_02_02_seg.jpg,1251,140.36753070354462,1.0465116279069768,271.7985611510791,23.804156674660273,252,3,45,43
M_02_02_seg.jpg,2387,248.208150267601,2.0232558139534884,336.57603686635946,22.95852534562212,290,3,87,43
M_02_02_seg.jpg,600,222.89444208145142,0.7662337662337663,36.71,79.57666666666667,9,34,59,77
M_02_02_seg.jpg,25114,1030.6143481731415,1.36,250.43935653420402,154.55534761487615,118,53,272,200
M_02_02_seg.jpg,5378,434.03152656555176,0.546875,30.018408330234287,130.53477129044254,0,61,70,128
M_02_02_seg.jpg,2238,365.7472541332245,1.0704225352112675,99.91063449508489,147.5697050938338,60,116,76,71
M_02_02_seg.jpg,4885,311.2792183160782,0.7403846153846154,368.953121801433,207.0620266120778,323,143,77,104
M_02_02_seg.jpg,2505,240.65180242061615,0.4583333333333333,66.56766467065869,221.6183632734531,47,177,44,96
M_02_02_seg.jpg,1180,139.49747383594513,0.6458333333333334,13.316101694915254,221.99915254237288,0,198,31,48
M_02_02_seg.jpg,5905,430.81832218170166,1.3953488372093024,127.08145639288739,265.46807790008467,76,214,120,86
M_02_02_seg.jpg,5309,333.9655097723007,1.9661016949152543,336.1137690713882,274.06084008287814,282,241,116,59
M_02_02_seg.jpg,879,113.94112467765808,0.8571428571428571,13.981797497155858,269.7804323094426,0,253,30,35
M_02_02_seg.jpg,796,105.5979790687561,0.9090909090909091,252.80276381909547,281.36306532663315,238,265,30,33
M_02_03_seg.jpg,2503,263.09545290470123,2.55,53.012784658409906,14.862964442668797,2,0,102,40
M_02_03_seg.jpg,6662,349.32084810733795,1.5324675324675325,202.19168417892524,36.167367157009906,145,0,118,77
M_02_03_seg.jpg,2943,272.79393672943115,2.1041666666666665,324.7108392796466,19.60788311247027,274,0,101,48
M_02_03_seg.jpg,13379,697.8548994064331,0.89375,69.28193437476642,111.21361835712685,0,41,143,160
M_02_03_seg.jpg,2598,202.5096664428711,0.95,367.8587374903772,74.93918398768284,338,42,57,60
M_02_03_seg.jpg,24385,1767.616433262825,0.7975708502024291,235.5464014763174,181.26635226573714,142,53,197,247
M_02_03_seg.jpg,3901,298.20814990997314,0.5405405405405406,137.80645988208153,174.19302742886438,112,118,60,111
M_02_03_seg.jpg,1069,136.71067702770233,0.723404255319149,364.04770813844715,140.97754911131898,348,119,34,47
M_02_03_seg.jpg,619,132.7695518732071,0.21666666666666667,5.159935379644588,179.61389337641356,0,150,13,60
M_02_03_seg.jpg,3987,314.0660147666931,0.3383458646616541,380.72736393278154,230.26761976423376,355,155,45,133
M_02_03_seg.jpg,3967,273.52185916900635,0.8,311.38744643307285,231.60599949584068,275,185,72,90
M_02_03_seg.jpg,6196,376.04877066612244,1.1910112359550562,76.61620400258231,263.27065848934797,22,211,106,89
M_02_03_seg.jpg,810,132.56854140758514,1.962962962962963,315.1395061728395,282.2098765432099,291,269,53,27
M_02_04_seg.jpg,5924,331.37972342967987,1.1975308641975309,42.290175557056045,34.41525995948683,0,0,97,81
M_02_04_seg.jpg,7977,519.0020869970322,1.434782608695652,224.8484392628808,42.739501065563495,161,0,132,92
M_02_04_seg.jpg,2165,251.2375875711441,1.4423076923076923,340.92055427251734,30.178752886836026,299,3,75,52
M_02_04_seg.jpg,594,115.11269783973694,0.3404255319148936,392.5218855218855,33.025252525252526,384,11,16,47
M_02_04_seg.jpg,7486,397.68837881088257,0.7890625,119.23310179000802,91.20758749666044,68,21,101,128
M_02_04_seg.jpg,27185,1419.6681694984436,0.9864864864864865,308.420342100423,200.7095089203605,181,78,219,222
M_02_04_seg.jpg,2013,190.12488996982574,1.3695652173913044,200.98211624441132,122.59016393442623,173,101,63,46
M_02_04_seg.jpg,2179,218.65180146694183,1.6,38.495640201927486,129.5387792565397,0,105,72,45
M_02_04_seg.jpg,14909,827.4945100545883,1.7903225806451613,91.867060165001,203.73036420953787,0,147,222,124
M_02_04_seg.jpg,551,97.49747347831726,1.1851851851851851,95.06896551724138,266.54990925589834,78,254,32,27
M_03_01_seg.jpg,9223,406.6761871576309,0.7426470588235294,132.70139867722,68.23777512739889,83,0,101,136
M_03_01_seg.jpg,19181,856.8082163333893,1.1358024691358024,278.26479328502165,70.7683645273969,192,0,184,162
M_03_01_seg.jpg,5214,394.35028553009033,0.5121951219512195,27.072688914461068,89.30015343306482,0,37,63,123
M_03_01_seg.jpg,6258,387.32084798812866,0.43356643356643354,370.5447427293065,167.76126558005754,338,86,62,143
M_03_01_seg.jpg,12835,665.997035741806,0.7670454545454546,187.14888975457734,220.86404363069732,115,124,135,176
M_03_01_seg.jpg,4073,324.5340504646301,0.6727272727272727,86.01497667566905,196.11318438497423,53,136,74,110
M_03_01_seg.jpg,6100,414.617312669754,0.8333333333333334,280.8690163934426,228.4277049180328,224,167,100,120
M_03_01_seg.jpg,3203,247.53910374641418,0.5168539325842697,18.910084295972524,218.65688417108962,0,173,46,89
M_03_01_seg.jpg,1329,146.95331740379333,1.069767441860465,77.01203912716328,278.15500376222724,56,257,46,43
M_03_01_seg.jpg,1076,128.3259004354477,1.2058823529411764,339.9888475836431,282.7992565055762,321,266,41,34
M_03_02_seg.jpg,1828,180.1248903274536,0.8301886792452831,18.25218818380744,24.777899343544856,0,0,44,53
M_03_02_seg.jpg,3860,332.00713980197906,1.847457627118644,133.6515544041451,24.599481865284975,73,0,109,59
M_03_02_seg.jpg,2020,186.46803617477417,1.675,324.0608910891089,16.362376237623764,290,0,67,40
M_03_02_seg.jpg,2279,204.99494671821594,0.6266666666666667,379.0982887231242,39.44580956559895,353,3,47,75
M_03_02_seg.jpg,4426,436.27416598796844,0.6981132075471698,65.03953908721193,65.56507004066877,33,10,74,106
M_03_02_seg.jpg,4388,292.6345565319061,0.9886363636363636,284.6693254329991,62.09320875113947,243,20,87,88
M_03_02_seg.jpg,8448,409.2030985355377,1.1481481481481481,197.4917140151515,88.16287878787878,131,36,124,108
M_03_02_seg.jpg,732,176.75230705738068,0.6875,119.98633879781421,94.93579234972678,103,64,44,64
M_03_02_seg.jpg,7783,499.83051431179047,0.6762589928057554,263.739303610433,174.51329821405628,218,96,94,139
M_03_02_seg.jpg,1563,180.02438497543335,0.59375,322.27063339731285,128.2296865003199,305,96,38,64
M_03_02_seg.jpg,10649,442.81832230091095,0.90625,97.40304253920556,173.52587097380035,48,106,116,128
M_03_02_seg.jpg,2758,370.534050822258,0.7865168539325843,351.1000725163162,164.86765772298767,313,115,70,89
M_03_02_seg.jpg,604,107.25483322143555,0.4772727272727273,390.1705298013245,152.91390728476821,379,131,21,44
M_03_02_seg.jpg,1257,173.15432786941528,0.3194444444444444,8.985680190930788,171.89101034208431,0,136,23,72
M_03_02_seg.jpg,1729,183.58073377609253,0.9245283018867925,194.1445922498554,206.8768074031232,170,179,49,53
M_03_02_seg.jpg,10541,730.4823150634766,2.223404255319149,281.3066122758752,256.0609050374727,182,204,209,94
M_03_02_seg.jpg,2506,221.43859815597534,1.0327868852459017,26.615323224261772,250.09337589784516,0,216,63,61
M_03_02_seg.jpg,2843,219.58073377609253,0.9846153846153847,149.6373549067886,262.9127682026029,113,232,64,65
M_03_02_seg.jpg,1128,157.15432798862457,2.4615384615384617,83.12943262411348,289.25975177304963,55,274,64,26
M_03_03_seg.jpg,12205,700.8254623413086,0.5561797752808989,91.99082343301926,82.91552642359689,44,0,99,178
M_03_03_seg.jpg,3471,300.79393684864044,2.5,217.37827715355806,16.83347738403918,154,0,115,46
M_03_03_seg.jpg,1427,160.22539520263672,0.5409836065573771,13.864751226348984,34.009110021023126,0,3,33,61
M_03_03_seg.jpg,12187,567.7300094366074,1.3333333333333333,321.326495445967,65.47148600968245,244,3,156,117
M_03_03_seg.jpg,3350,392.6761865615845,1.4090909090909092,181.26089552238807,67.11283582089553,133,30,93,66
M_03_03_seg.jpg,3625,347.32084810733795,0.5333333333333333,22.37710344827586,128.68055172413793,0,72,56,105
M_03_03_seg.jpg,8526,425.445738196373,1.1333333333333333,213.123973727422,156.25944170771757,157,105,119,105
M_03_03_seg.jpg,8610,390.87719643116,0.8771929824561403,353.99698025551686,179.57502903600465,300,119,100,114
M_03_03_seg.jpg,6672,468.3157947063446,0.8636363636363636,243.12455035971223,244.34682254196642,186,165,114,132
M_03_03_seg.jpg,7426,887.3940025568008,1.1171875,64.97616482628602,231.15620791812552,0,172,143,128
M_03_03_seg.jpg,3298,279.03657734394073,0.5806451612903226,155.8677986658581,256.72680412371136,130,207,54,93
M_03_03_seg.jpg,1204,151.68123936653137,1.0217391304347827,313.0332225913621,248.62873754152824,294,223,47,46
M_03_03_seg.jpg,1615,197.5807341337204,1.0535714285714286,92.45510835913312,261.8315789473684,63,236,59,56
M_03_03_seg.jpg,572,101.11269772052765,0.9666666666666667,388.57167832167835,287.6660839160839,371,270,29,30
M_03_04_seg.jpg,18046,926.7077116966248,0.9367816091954023,70.37720270420037,73.40346891277845,0,0,163,174
M_03_04_seg.jpg,5650,364.39191579818726,0.5426356589147286,371.09008849557523,65.46212389380531,330,7,70,129
M_03_04_seg.jpg,1399,161.43859887123108,1.3255813953488371,252.30021443888492,30.385275196568976,225,10,57,43
M_03_04_seg.jpg,6436,503.9726505279541,0.7563025210084033,206.47296457426972,83.35814170292107,164,27,90,119
M_03_04_seg.jpg,14939,949.8204089403152,0.5684647302904564,328.058705401968,184.3753932659482,254,59,137,241
M_03_04_seg.jpg,6704,480.41630125045776,1.2773109243697478,99.0517601431981,177.25626491646779,17,113,152,119
M_03_04_seg.jpg,19056,936.4234416484833,1.5,204.15926742233418,242.1667191435768,90,150,225,150
M_03_04_seg.jpg,505,99.11269772052765,0.4146341463414634,6.3821782178217825,191.54851485148515,0,172,17,41
M_03_04_seg.jpg,2268,193.29646337032318,1.297872340425532,45.116402116402114,273.66225749559084,17,251,61,47
M_04_01_seg.jpg,3848,386.8771970272064,2.480769230769231,176.29054054054055,21.463097713097714,104,0,129,52
M_04_01_seg.jpg,11448,862.7077120542526,1.1549295774647887,283.402428371768,67.1901642208246,205,0,164,142
M_04_01_seg.jpg,760,146.87005710601807,0.234375,393.33026315789476,32.27368421052632,385,0,15,64
M_04_01_seg.jpg,1364,164.02438473701477,0.9387755102040817,30.323313782991203,22.14589442815249,8,2,46,49
M_04_01_seg.jpg,56488,2256.719026684761,1.3391608391608392,186.06728862767312,191.09467497521598,17,14,383,286
M_04_01_seg.jpg,2616,217.9238793849945,0.75,376.091743119266,103.27140672782875,349,71,51,68
M_04_01_seg.jpg,2873,286.8355667591095,0.7790697674418605,324.0696136442743,133.72572224155934,291,84,67,86
M_04_01_seg.jpg,3301,345.7228692770004,0.3643410852713178,14.744622841563162,172.75643744319902,0,111,47,129
M_04_01_seg.jpg,542,143.29646289348602,2.076923076923077,102.6789667896679,194.760147601476,74,180,54,26
M_04_01_seg.jpg,1721,170.32590055465698,1.8,368.4805345729227,282.96513654851833,336,265,63,35
M_04_02_seg.jpg,2787,247.5807340145111,0.64,23.102619303911016,38.21600287047004,0,1,48,75
M_04_02_seg.jpg,2851,216.12489020824432,1.3529411764705883,92.495615573483,24.854086285513855,60,0,69,51
M_04_02_seg.jpg,3006,238.551295876503,1.7692307692307692,258.875249500998,21.798735861610112,211,0,92,52
M_04_02_seg.jpg,1816,243.9655100107193,1.0714285714285714,171.5523127753304,42.94218061674009,144,13,60,56
M_04_02_seg.jpg,7326,342.9777022600174,1.1304347826086956,336.06825006825005,71.8038493038493,285,26,104,92
M_04_02_seg.jpg,517,132.12488973140717,1.4137931034482758,250.33075435203094,71.2147001934236,228,56,41,29
M_04_02_seg.jpg,21964,1408.538226366043,0.7333333333333333,86.52208158805318,187.44158623201602,0,60,176,240
M_04_02_seg.jpg,1011,134.0832599401474,0.5625,11.65182987141444,111.45301681503462,0,89,27,48
M_04_02_seg.jpg,2027,182.02438533306122,1.3863636363636365,221.15145535273803,109.68228909718796,192,88,61,44
M_04_02_seg.jpg,2890,214.65180122852325,0.96875,269.73840830449825,150.0083044982699,238,116,62,64
M_04_02_seg.jpg,4910,305.62236416339874,0.8333333333333334,340.808350305499,164.8511201629328,305,123,75,90
M_04_02_seg.jpg,5164,388.13203024864197,1.0222222222222221,166.71611154144074,177.01084430673896,125,133,92,90
M_04_02_seg.jpg,739,138.81118166446686,0.3275862068965517,390.09472259810553,184.59404600811908,381,157,19,58
M_04_02_seg.jpg,14284,622.1736603975296,1.8584905660377358,258.74005880705687,255.5326239148698,168,194,197,106
M_04_02_seg.jpg,933,115.98275482654572,1.0588235294117647,373.8135048231511,232.2690246516613,357,216,36,34
M_04_03_seg.jpg,1864,173.39696872234344,1.5,156.56330472103005,16.97478540772532,130,0,60,40
M_04_03_seg.jpg,5195,310.0071402788162,1.3287671232876712,63.14109720885467,51.11761308950914,18,12,97,73
M_04_03_seg.jpg,34538,1270.3544609546661,0.9433962264150944,191.48587063524235,157.77989460883666,76,22,250,265
M_04_03_seg.jpg,6617,327.42135286331177,0.9183673469387755,324.4115157926553,70.42360586368444,281,22,90,98
M_04_03_seg.jpg,4295,326.40916097164154,0.49193548387096775,374.09708963911527,149.41117578579744,339,73,61,124
M_04_03_seg.jpg,6500,358.53405129909515,0.6422764227642277,48.472,154.95307692307694,5,103,79,123
M_04_03_seg.jpg,3200,321.6223635673523,0.5701754385964912,28.3025,247.79,0,186,65,114
M_04_03_seg.jpg,10130,690.1147855520248,1.568421052631579,324.11076011846,253.86712734452124,251,205,149,95
M_04_03_seg.jpg,756,106.18376541137695,0.9375,14.625661375661375,284.6653439153439,0,268,30,32
N_01_01_seg.jpg,590,114.28427076339722,3.3333333333333335,38.340677966101694,5.850847457627118,16,0,50,15
N_01_01_seg.jpg,1644,183.63960886001587,2.242424242424242,314.17822384428223,12.055961070559611,275,0,74,33
N_01_01_seg.jpg,4838,523.7300096750259,0.967391304347826,244.03410500206698,49.965481603968584,198,2,89,92
N_01_01_seg.jpg,16029,789.0092271566391,1.2307692307692308,103.29671220912097,71.32191652629609,9,6,176,143
N_01_01_seg.jpg,2384,230.65180122852325,0.6233766233766234,378.6472315436242,38.830536912751676,352,6,48,77
N_01_01_seg.jpg,685,135.05382239818573,0.6595744680851063,310.17810218978104,54.14598540145985,298,35,31,47
N_01_01_seg.jpg,12505,575.9137742519379,1.1384615384615384,321.2135945621751,134.1065173930428,246,62,148,130
N_01_01_seg.jpg,1021,143.49747371673584,0.47368421052631576,9.97845249755142,108.31929480901077,0,76,27,57
N_01_01_seg.jpg,1183,149.9238795042038,1.0425531914893618,213.2240067624683,110.45054945054945,188,87,49,47
N_01_01_seg.jpg,10150,728.2224305868149,0.7664670658682635,173.62039408866994,189.59793103448277,101,105,128,167
N_01_01_seg.jpg,4291,489.44573855400085,0.8145161290322581,81.20298298764857,200.963178746213,40,153,101,124
N_01_01_seg.jpg,625,200.40916097164154,0.4,22.4304,188.3152,11,161,26,65
N_01_01_seg.jpg,4580,382.67618787288666,0.9019607843137255,337.95502183406114,238.0772925764192,286,195,92,102
N_01_01_seg.jpg,3864,247.0365778207779,0.8271604938271605,250.69021739130434,252.0952380952381,216,212,67,81
N_01_01_seg.jpg,1457,151.6812388896942,0.7142857142857143,29.185312285518187,260.82498284145504,8,234,40,56
N_01_01_seg.jpg,1046,200.5096663236618,0.92,307.0602294455067,266.0869980879541,291,239,46,50
N_01_02_seg.jpg,20286,1268.7392365932465,0.5966666666666667,187.02114758947056,136.98787341023365,98,0,179,300
N_01_02_seg.jpg,5437,367.26197373867035,0.81,341.4239470296119,47.89369137391944,306,0,81,100
N_01_02_seg.jpg,628,153.58073377609253,0.8333333333333334,113.21337579617834,25.45859872611465,92,3,45,54
N_01_02_seg.jpg,3981,283.2792183160782,0.7912087912087912,29.39763878422507,54.91861341371515,0,6,72,91
N_01_02_seg.jpg,4200,346.29141092300415,0.7894736842105263,242.96238095238095,60.86642857142857,210,18,75,95
N_01_02_seg.jpg,1217,272.00713992118835,1.3275862068965518,40.80690221857026,117.7658175842235,9,87,77,58
N_01_02_seg.jpg,4948,308.83556723594666,0.945054945054945,289.7223120452708,138.07720291026678,247,94,86,91
N_01_02_seg.jpg,3481,249.17871260643005,1.359375,99.75466819879345,144.55012927319737,61,110,87,64
N_01_02_seg.jpg,620,125.74011421203613,2.4285714285714284,370.28548387096777,121.20645161290322,346,111,51,21
N_01_02_seg.jpg,530,87.8406195640564,1.1153846153846154,353.5037735849057,147.93962264150943,341,137,29,26
N_01_02_seg.jpg,2475,230.1665210723877,0.43157894736842106,383.8743434343434,191.80929292929292,359,146,41,95
N_01_02_seg.jpg,3226,241.13708305358887,1.6181818181818182,42.45164290142591,188.2836329820211,2,157,89,55
N_01_02_seg.jpg,702,177.43859803676605,0.3114754098360656,111.26780626780626,205.66666666666666,102,178,19,61
N_01_02_seg.jpg,1021,134.46803605556488,1.1025641025641026,294.4152791380999,216.40156709108717,273,197,43,39
N_01_02_seg.jpg,1160,174.3675308227539,1.5675675675675675,189.27155172413794,217.8206896551724,160,203,58,37
N_01_02_seg.jpg,2913,214.9949473142624,1.5918367346938775,56.618606247854444,247.42361826295914,18,223,78,49
N_01_02_seg.jpg,575,104.32590043544769,0.7575757575757576,145.89391304347825,241.42434782608694,134,226,25,33
N_01_02_seg.jpg,3037,224.99494802951813,1.4181818181818182,330.5423114916036,267.3529799143892,290,239,78,55
N_01_02_seg.jpg,500,91.01219260692596,1.5,133.604,288.36,118,278,33,22
N_01_03_seg.jpg,1174,164.568541765213,2.76,73.16013628620102,9.502555366269165,43,0,69,25
N_01_03_seg.jpg,5079,535.6883796453476,1.591549295774648,343.8139397519197,31.591258121677495,287,0,113,71
N_01_03_seg.jpg,3121,287.07820761203766,1.3064516129032258,190.2489586670939,32.1432233258571,146,3,81,62
N_01_03_seg.jpg,7767,381.01933312416077,0.9285714285714286,104.01042873696407,80.8570876786404,60,31,104,112
N_01_03_seg.jpg,2929,302.551296710968,0.5,26.318880163878458,81.12051894844657,0,34,47,94
N_01_03_seg.jpg,1379,143.68123877048492,1.2439024390243902,269.09282088469905,57.40681653372009,243,37,51,41
N_01_03_seg.jpg,1977,205.72286820411682,1.309090909090909,280.6777946383409,112.3662114314618,248,86,72,55
N_01_03_seg.jpg,9340,451.2447278499603,1.0165289256198347,199.16820128479657,158.39603854389722,135,101,123,121
N_01_03_seg.jpg,4197,445.9898943901062,0.5932203389830508,369.81057898498926,154.0316893018823,330,100,70,118
N_01_03_seg.jpg,1777,279.09545266628265,0.25,9.94259988745076,204.68486212718065,0,140,28,112
N_01_03_seg.jpg,3018,258.8944419622421,0.54,48.854208084824386,188.68389662027832,22,143,54,100
N_01_03_seg.jpg,586,138.46803653240204,0.8604651162790697,107.17918088737201,162.98464163822527,87,144,37,43
N_01_03_seg.jpg,4680,352.6761862039566,0.7653061224489796,281.8903846153846,225.5309829059829,245,174,75,98
N_01_03_seg.jpg,7473,382.91882729530334,0.9090909090909091,108.74642044694232,246.4274053258397,57,188,100,110
N_01_03_seg.jpg,1610,176.46803629398346,1.6153846153846154,198.66459627329192,261.8813664596273,172,239,63,39
N_01_03_seg.jpg,1495,157.98275482654572,1.4857142857142858,373.7933110367893,279.504347826087,348,263,52,35
N_01_04_seg.jpg,1030,146.32590091228485,1.8666666666666667,127.85242718446602,11.989320388349515,103,0,56,30
N_01_04_seg.jpg,2324,260.3502860069275,2.0,224.44664371772805,27.727194492254732,187,7,86,43
N_01_04_seg.jpg,3754,279.2375878095627,0.9855072463768116,30.748801278636122,54.43953116675546,0,21,68,69
N_01_04_seg.jpg,9280,599.8548983335495,0.4381443298969072,101.1709051724138,131.52995689655174,55,30,85,194
N_01_04_seg.jpg,2480,375.07820761203766,2.4,316.96370967741933,73.21209677419355,278,53,108,45
N_01_04_seg.jpg,2720,234.89444208145142,1.290909090909091,183.21654411764706,88.85147058823529,149,62,71,55
N_01_04_seg.jpg,1147,214.8528116941452,0.4868421052631579,11.448125544899739,129.4768962510898,0,99,37,76
N_01_04_seg.jpg,2600,259.6223635673523,0.9714285714285714,258.7946153846154,133.85423076923078,227,103,68,70
N_01_04_seg.jpg,2328,250.30865561962128,1.0,360.70060137457045,142.47766323024055,332,108,63,63
N_01_04_seg.jpg,9280,376.4924215078354,0.8632478632478633,204.41077586206896,204.7051724137931,157,145,101,117
N_01_04_seg.jpg,655,101.84061932563782,1.6956521739130435,375.3450381679389,195.37251908396948,357,184,39,23
N_01_04_seg.jpg,1009,130.18376553058624,1.121212121212121,16.172447968285432,200.82061446977204,0,186,37,33
N_01_04_seg.jpg,1946,177.33809316158295,0.8103448275862069,308.70914696813975,230.06577595066804,286,200,47,58
N_01_04_seg.jpg,640,98.42640602588654,0.8709677419354839,365.9203125,233.109375,352,219,27,31
N_01_04_seg.jpg,1444,299.1787129640579,1.1285714285714286,278.03739612188366,269.31440443213296,241,228,79,70
N_01_04_seg.jpg,2725,247.1370825767517,1.4509803921568627,61.29137614678899,275.3335779816514,25,248,74,51
N_01_04_seg.jpg,505,130.4680358171463,0.6666666666666666,122.98415841584159,280.6376237623762,111,254,30,45
N_02_01_seg.jpg,1764,186.6101713180542,1.4883720930232558,74.70748299319727,20.22732426303855,42,1,64,43
N_02_01_seg.jpg,3238,264.3502856492996,0.8933333333333333,281.0185299567634,36.96448424953675,247,2,67,75
N_02_01_seg.jpg,3183,224.30865561962128,0.9428571428571428,132.44172164624567,52.046811184417216,97,16,66,70
N_02_01_seg.jpg,531,101.49747431278229,0.5897435897435898,384.8267419962335,37.335216572504706,374,18,23,39
N_02_01_seg.jpg,926,120.81118214130402,0.875,204.92548596112312,56.295896328293736,186,39,35,40
